System,RS_Mean,RS_SD,GA_Mean,GA_SD,p-value,Significant (p < 0.05)
7z.csv,4760.316000000001,761.2208442653157,4659.098000000001,705.6861820922952,0.33069614253734336,No
Apache.csv,32.790218,13.085816493626831,34.000222,18.36848492989871,0.5922693864673192,No
brotli.csv,1.4812200000000004,0.0260566997142769,1.4739000000000004,0.0241435291537919,0.04065083722923527,Yes
LLVM.csv,58378.57000000001,2090.223114478452,57167.46,1577.6117985106475,7.047052194067671e-06,Yes
PostgreSQL.csv,46030.274000000005,60.46363968535013,46003.59599999999,55.59509316477389,0.0013669191690975403,Yes
spear.csv,0.0013902681231375,0.0007297387515733,0.0010327706057594,0.0005603470101155,0.00014192129480000565,Yes
storm.csv,3.6726706729714e-05,0.0001283180328791,3.96544938809417e-05,7.747914874667666e-05,0.8453842253996422,No
x264.csv,22.497499999999995,0.6157170372825495,22.219300000000004,0.5523667169553217,0.0009266001951932447,Yes
